Review Text,Actual Sentiment,Predicted Sentiment,Original Rating
banyak log out susah masuk aplikasi lupa password no hp aktif alhasil kalo anak istri bayar diapl bpjs anak daftar ulang gk nik daftar aaahhhh,negative,negative,5
mudah pasien obat tampa antri,positive,positive,1
aplikasi nya bagus ubah nomer hp kode otp tahun gk kirim genius,positive,positive,1
daftar pin sms,neutral,neutral,2
verifikasi wajah ganti nomor verifikasi lambat,negative,negative,5
moga canggih,neutral,neutral,1
ya ndak buka,neutral,neutral,5
verifikasi wajah ga udah cape mantengin ga udah coba kali ga maju males ah,neutral,neutral,5
sip bagus,positive,positive,5
aplikasi jelek verifikasi wajah perintah buang buang modal bikin aplikasi rusak,negative,negative,1
aplikasi jelek loginfaskes daftar online,negative,negative,1
tolong yaahhhh klo akun ku sendiri trus klo verifikasi ampun masuk sms ndk geram ku ki klinik,neutral,neutral,5
mantap pokoke,positive,positive,5
gampang banget bikin nya ngga susah,negative,negative,5
otp sms pulsa,neutral,neutral,1
aplikasi seh buka mo ambil antre jwbnnya minta blm dpt proses coba dibenerin klga hapus aja aplnya bikin kesel aja mo cepet mlh kesel dllancar lo skrg kyk gin,neutral,neutral,5
sulit rakyat daftar bnr pakai kuota internet pulsa hilang tuh,negative,negative,5
kode otp sms masuk udah coba kali kali kartu aktif pulsa tetep ga muncul kode otp,neutral,neutral,5
gx,neutral,neutral,5
bgt repot,negative,negative,5
bagus ribet,positive,positive,1
mntapp bantu nya aplikasi,neutral,neutral,2
alhamdulillah layan bgs muas,neutral,neutral,2
mudah layan sehat keluarga,positive,positive,5
burukk bangettt knpa akhir aplikasny trouble jdi malas makeee,neutral,neutral,5
mudah bantu,positive,positive,2
pada,neutral,neutral,5
aplikasi jelek,negative,negative,5
bantu dlm layan,neutral,neutral,2
terima kasih layan,neutral,neutral,5
izin anak rutin rs lanjut kontrol bulan kontrol aplikasi langsung ambil antri online tibatiba suratnomor rujuk muncul aplikasi surat kontrol laku tanggal oktober lupa daftar jadwal kontrol tanggal agustus tanggal agustus laku kontrol terimakasih,neutral,neutral,5
goddd aplikasi,neutral,neutral,5
terima kasihsangat bantu,neutral,neutral,5
tdk mudah aplikasi,positive,positive,5
aplikasi keren,neutral,neutral,5
knpa sih logout kantor bpjs,neutral,neutral,5
bantu masyarakat terima kasih,neutral,neutral,5
tanggal kena bug ya aplikasi pas daftar online paksa sulit warga indonesia sehat,negative,negative,4
pake aplikasi nya loding ya,neutral,neutral,5
login susah banget sinyal bagus,neutral,neutral,1
aplikasi anjingg,neutral,neutral,5
verifikasi susah aplikasi susah guna,negative,negative,5
buka,neutral,neutral,5
maaf salah paham kode otp nomor nomor fulsanya coba isi fulsa kode otp langsung d kirim terima kasih bantu,neutral,neutral,1
sangap bantu,neutral,neutral,5
ganti faskes aja susah proses mudah pas verifikasi wajah koq gak ya,neutral,neutral,3
mudah akses rubah data,positive,positive,1
lupa sandi otp kirim sms,neutral,neutral,5
cangih sulit utk orang tua yg teknologi,negative,negative,2
aplikasi mantab bantu,neutral,neutral,5
ubah alamat jkn mobile mudah cepat,positive,positive,5
daftar gak dapet kode referal,neutral,neutral,1
kode verifikasi gk gk masuk,neutral,neutral,5
ambil antri rs sinkron pilih dokter yg sesuai,neutral,neutral,5
,neutral,neutral,5
aplikasi ya ngapa gk d buka lancar gk d buka daftar obat,neutral,neutral,5
budug,neutral,neutral,2
cek terang bpjs tangguh aplikasi autodebet daftar autodebet nomor kartu daftar bin bayar cek status bayar tokped status aktif tangguh cek masalah jkn autodebet autodebet daftar bin saran anggar manfaat kembang aplikasi dgn bnr,negative,neutral,5
masuk menu tambah serta pasu no nik gak ketik bagiankolom tambah no nik,neutral,neutral,2
susah verifikasi,negative,negative,1
bantu kalo biar bintang bicara,neutral,neutral,5
bagus menbantu masyarakat,positive,positive,5
aplikasi tolol logout gak masuk hrus kode tugas dlu,neutral,neutral,5
terima kasih mudah sehat,positive,positive,5
bagus ribet,positive,positive,5
login mulu ih ribet,neutral,neutral,1
tolong tingkat min kode otp masuk sdh kali coba,neutral,neutral,5
lanjutkankemudahan anti ribet,neutral,neutral,5
min pilih provinsi kota nya nggak pilih ngegantii faskes min,neutral,neutral,5
tolong baik bicara dgn call center bicara call center bilang suara suara call center dengar kait rujuk faskes rumah sakit yg tuju tambah syarat yg berbedabeda sulit obat terimakasih,neutral,neutral,5
gitu lupa pw trus ganti no hp yg dftr ngk no gimna login nya min,neutral,neutral,1
ya sulit ganti no hv nya,negative,negative,1
moga lg,neutral,neutral,5
diupdate log out ngga login loading captcha ngga muncul slalu gagal login,negative,negative,5
jam masuk aplikasi gagal aplikasi bantu bikin pusing,negative,negative,1
login minta proses silah pdahal no nik pasword bener,neutral,neutral,1
daftar pas masuk salah sesuai ktp dansandi dah saran gagal,negative,negative,1
sulit login,negative,negative,5
mudah tuk pindah faskes,positive,positive,1
ubah faskes mudah proses cepat,positive,positive,5
min,neutral,neutral,1
mudahcepat praktis,neutral,neutral,1
aplikasi suka masalah kembang guna lampir bukti foto video aplikasi jkn screenshot rekam layar alas bijak layan aplikasi aneh,negative,negative,5
ok bnget,neutral,neutral,1
bagus hebat,positive,positive,3
jkn ga dibukaofline,neutral,neutral,2
bagus bnget,positive,positive,5
aplikasi cacat andai butuh gak sudi instal apk cacat,neutral,neutral,5
mantal,neutral,neutral,5
mudah,positive,positive,5
suruh online sulit sm aplikasi by digital maksimal kerja offline dlu biar susah masyarakat yg butuh,negative,negative,5
gampang mudah,positive,positive,5
bantu mudah pasien good,positive,positive,5
aplikasi ter ampass yg gunakangak heran sih aplikasi buat lokal emang gak benerrr aplikasi layan masyarakat model ginimending apus aja kalo gak niat pakai masyarakat bpjs nya aja hapus nyusahin kayak ginj,neutral,neutral,5
ulang kali tunggu kode otp masuk masuk,neutral,neutral,5
aplikasi kalo masuk aja susah banget,negative,negative,5
bagus bangett,positive,positive,5
pindah faskes cepat apk jkn,positive,positive,5
good,neutral,neutral,5
rujuk kadang gk muncul aplikasi tb tb hilang bikin ribet,neutral,neutral,1
aplikasi sampahhhh ruwett banget verifikasi data doanggg rakyat sulit mulu,negative,negative,5
log in muncul tv rusak langsung force close,negative,negative,1
ok,neutral,neutral,5
akun otp w a,neutral,neutral,5
suruh login trs butuh aplikasi log out tolong diupdate depan biar mulus lancar,neutral,neutral,5
ko no otp yano benarpulsa adamo verivikasi,neutral,neutral,5
aplikasi bobrok verifikasi muka susah guna otentifikasi nomor tlp pake pulsa lawak nih aplikasi ga rekomen bikin aplikasi mobile aja gabecus sulit gilir korupsi duitt jago bobrok,negative,negative,5
daftar susah kirim kode otp verifikasi jalan,negative,negative,1
apk perintah yg dr plg masalah hubung dgn sehat yg otomatis butuh urgent server masalah sbnrnya apk urusin engga sih sampe minggu server masalah jd gabisa akses pdhl butuh bgt bwt janji temu dokter,negative,negative,1
kmaren lancar aja trus baru abis baru ga dipake,neutral,neutral,3
fiturnya mudah d erti,positive,positive,4
tolong baik aplikasi asa kendala mulu heran banget,positive,positive,1
gak upgrade,neutral,neutral,1
moga manfaat mudah,positive,positive,5
daftar log out pas masuk suruh daftar ulang oke daftar ulang gilir masuk verifikasi no hp jaring bagus pulsa nomer hp aktif kode otp masuk masuk aplikasi otp gagal masuk sms aplikasi sms kode otp pulsa buang otp aplikasi jkn gagal sms masuk aplikasi niat nya sih kayak ga gin,neutral,neutral,4
verifikasi muka susah buang buang anggar aja,negative,negative,5
coba,neutral,neutral,5
lot suka caskanya gak,positive,positive,5
,neutral,neutral,5
bagus bangget,positive,positive,2
layan pasien cepat,positive,positive,5
aplikasi mudah layan fasilitas sehat,positive,positive,5
oke sih,positive,positive,5
terimakasih mudah,positive,positive,5
aplikasi bantu daftar online fktp rs rujuk,neutral,neutral,1
rekomendasi,neutral,neutral,3
kak pas kirim kartu email ga muncul anggota keluarga ya yg muncul cuman sya doang,neutral,neutral,1
aplikasi baik jalan terima kasih,positive,positive,2
keren mudah,positive,positive,5
error normal aplikasi server nya bagus la korupsi trusssss,neutral,neutral,2
layan selamat muas,neutral,neutral,5
tolong baik sulit verifikasi udah coba udah sampe lapor pandawa hasil aja nomer gabisa verifikasi wajah sampe ulang gabisa coba ganti nomor gabisa diapain,neutral,neutral,1
ofline jaring kuota jaring aman pake wifi ofline hadeh aneh,negative,negative,5
layan cepat mudah,positive,positive,5
buruk buruk,negative,negative,5
mudah praktis manfaat,positive,positive,4
bantu apk jkn ubah data daftar antri,neutral,neutral,1
aplikasi gajelas jelek,negative,negative,5
bagus banget mudah guna nya,positive,positive,5
daftar layan antre pilih faskes rujuk tingkat terang milik rujuk surat kontrol surat rujuk faskes laku nama ny aplikasi mudah sulit mohon pakai banget baik aplikasi ny iya aplikasi sehat bnget minus nya,positive,positive,5
mobile jkn bantu antri faskes alhamdulillah pindah faskes dgn mudah,positive,positive,1
log in jkn ya,neutral,neutral,5
verifikasi sms ga kirim kirim suka logout,positive,positive,5
buruk masuk susah g ganti password yg masuk aja salah udah gilir susah masuk lg,negative,negative,5
mo bayar kaga gmn sih,neutral,neutral,5
praktis mudah guna orang obat cepat,positive,positive,5
gak sambung internetpadahal pake wifipake paket data aja tetep ga masukgagal coba sampe muak tolong baik aplikasinyamana suka log out verifikasi dll tetep aja error baik aplikasinyamuak banget,positive,positive,1
ambil tangkap layar mi hitam frint screen shot tiket antri kontrol rs imanuel bandung tolong baik,positive,positive,5
jkn mobile,neutral,neutral,5
mudah obat antri puskesmas daftar mana bukti layan puskesmas,positive,positive,5
bpjs bangke d sulit,negative,negative,5
bantu mudah d erti,positive,positive,5
kasih bintang responnya cepat berbelitbelit,positive,positive,5
buruk ganggu terang internet kuota buka youtube lancar browsing dll lancar,negative,negative,1
mmbntu dn mudah urus jkn,positive,positive,5
mudah aplikasi,positive,positive,5
aga susah login masuk pas login susah tolong baik ya butuh,negative,negative,5
bantu mudah,positive,positive,3
aplikasi ribet rubah no hp sulit pake chaptcha langsung apl wa pilih rubah tlp hub biaya pulsa mahal perintah aplikasi yg mudah transparan korupsi aja yg,neutral,neutral,5
aplikasi yg bantu,neutral,neutral,1
nyusahin orang doang gjls loh out gak tau kalo lupa bayar pas bayar alfa terbayarpadahal seinget bayar bayar eh langsung double dongudah login gak salah pw pilih option lupa pw gak dikirimkirim kode verifikasi nya kalo gin astagfirullah mulu ngecek aja sulit,negative,negative,5
mobile jkn sya d lancar lancar sajacuma pas skrang d pake susah msuk coba daftar ulang ttap g,negative,negative,5
maaf menvervikasi deteksi wajah gagal mohon bantu,negative,negative,5
jelek bgt ni aplikasitiba logout login gabisa layar kedap kedip kaya lcd rusak login capcha salah mulu terang nya offline sinyal bagus wifi kencang utk apk gatau dah jkn jelek bgt baik obat ribet,negative,negative,5
poko oke,positive,positive,5
mudah urus,positive,positive,5
aplikasi mudah urus,positive,positive,5
upgrade ga login gagal acara kemarin ganti faskes selfi mending gagal anak selfi gimana min bikin ribet atuh boss,negative,negative,1
otp nya gk muncul muncul udah sms email nihil dikit relog login ulang sampah bgt,negative,negative,3
login log out lupa sandi,neutral,neutral,3
bagus moga tingkat mutu layan,positive,positive,1
baik anggar buat aplikasi korupsi bikin aplikasi jd jelek,neutral,neutral,1
bantu terimakasih,neutral,neutral,5
fungsi bayar bpjs aplikasi bilang lelet wifidata cepat aplikasi,neutral,neutral,1
keren aplikasinyaaa membantuu,neutral,neutral,5
sy kerja skrng kalo izin masuk kerja sakit susah screenshot antri aplikasi dibatasin sih ugensinya larang guna ambil screenshot,negative,negative,5
lengkap mudah paham,positive,positive,5
lemott pas d bukak pdhal versi terbaruu wifi lancar pakek data lancar lot d buka,neutral,neutral,5
gak verifikasi email nomor telepon susah banget,negative,negative,1
jkn jkn obat dftr lgi urgent nya udah bayar nunggu hari hri klo klo pasien yg bener darurat kekgini kekmnaaa pasien nya ntah ahh,neutral,neutral,3
diupdate aplikasi ny,neutral,neutral,5
aplikasi nya akses mohon bantu,neutral,neutral,2
buruk bubar aja bpjs,negative,negative,5
bantu sayasemoga mudah halaamiin,positive,positive,5
susah ambil antri rujuk ya,negative,negative,1
aplikasi force close,neutral,neutral,5
gimna habis diupdate lgin nik salah gak masuk akun suami gitu nik salah input anak sakit daftar preksa pake apklikasi jkn tolong baik kerja,positive,positive,5
terima kasih layan nya yg mudah cepat,positive,positive,5
muas layan oke,positive,positive,5
layan,neutral,neutral,5
mantap pokok,positive,positive,5
hadeh aplikasi mutu banyak maintenance lupa sandi password semkin,neutral,neutral,1
lot ampun log out kualitas perintah,neutral,neutral,4
sumpah aneh app nya cek in rs sampe rs log out,negative,negative,1
bantu jkn mobilesemua layan sehat mudah,positive,positive,4
aplikasi jkn nya d baru kunci ga buka gimana buka nya kartu nya karna rubah data,neutral,neutral,1
mudah ambil antri,positive,positive,1
aplikasi bantu sekelauarga,neutral,neutral,5
bug tdk bantu sm skli baru wilayah bpjs berkalikali tekan namayg daftar sllu stuck nama yg muncul aplikasi sprti bug nya,neutral,neutral,5
gimana ya udah daftar daftar kalok ulang nya kalok daftar klik oke daftar,positive,positive,5
bagus mudah pasien,positive,positive,5
aplikasi lengkap mudah paham,positive,positive,5
udah susah daftar sekali dapet udah izin kerja ekh cencel jadwal nya bikin kesel abis udah tlpn call center rs yg mobile jkn nya yg eror ayo lahhh layan yg mudah masyarakat,neutral,neutral,5
lebih,neutral,neutral,5
gak login,neutral,neutral,5
asli mudah menggunakanny,positive,positive,1
buka apkjkn mobile ko knp layar nya pecah pecah langsung blang hitam,neutral,neutral,1
baharu gk buka captcha muter mulu bikin esmosi jiwa nik pasword bener captcha mutermuter,neutral,neutral,5
bantu pindah daftar,neutral,neutral,5
good job,neutral,neutral,1
udh pakai pers baru nya loh ko update sih,neutral,neutral,5
aplikasi buruk manfaat sulit,negative,negative,5
ya gagal verifikasi wajahudah handphone coba gagal terussaya takut mata napa checkmohon bantu,negative,negative,5
udah mobile jkn ga bukaoffline aja gi mna obat sulit kaya ginimau pake paket data wifi tetep aja offline hadeuhh,negative,negative,5
knp sich sulit orang suka n login susah,negative,negative,1
halo riwayat layan pilih serta ga lihat riwayat layan anggota keluarga,neutral,neutral,2
apk ngelag mulu kocak kocak,neutral,neutral,1
aplikasi keren banget,neutral,neutral,1
keren aplikasi baik dunia facebook,positive,positive,5
masuk nik gagal,negative,negative,1
ok saran depan urus online kantor cabang repot buang,negative,negative,5
gmna sih kode otp nya ngga muncul,neutral,neutral,1
lupa password nunggu otp nya nggak masuk masuk sedih dah nih aplikasi udah ulang x nunggu lumayan tetep ga masuk,neutral,neutral,4
ambil antre online masalah,negative,negative,5
apk nga bgst update login,neutral,neutral,5
allhamdulilah bantu antri,neutral,neutral,2
aplikasi gak loging aplikasi aneh,negative,negative,5
ok cepat,positive,positive,5
update mulu tpi gk bagus bagus,positive,positive,5
apk busseuk banget bnyakann d korupsi duit nya ga bsa ngembangin apk,neutral,neutral,5
kontrol rumit bnget udah rs bilang ga skdp dll pdhal surat kontrol pake bpjs ujung bayar pribadi,neutral,neutral,5
moga mudah urus,positive,positive,5
responsif,neutral,neutral,3
aplikasi keren mudah ubah data serta cape kantor bpjs hubung kantor bpjs nomor telepon sedia aplikasi super keren kasih bintang dhe,positive,positive,5
