text,sentiment
apk jelek banget loading internet bagus administrasi sehat kek gin memperibet,neutral
aplikasi jelek verifikasi no hp aja gk proses,negative
ni apk jelek banget sumpah kode otp kirim gaib gimana udah nunggu muncul,negative
bantu tolong mudah login aplikasi,positive
bantu layan sehat,neutral
aplikasi ko jelek daftar rujuk gak,negative
obat pke jkncm bilang keluh ny dokter n d kasih obat coz g d cek pke stetoskop atw gtu,neutral
trimakasi bantu,neutral
logout otomatis buru susah d akses lupa pw nya d ganti minta apk ganti pw rudet,negative
aplikasi gk bnget tuh daftar online aman ajaehh pas rujuk krsud nomer telpon validkosong nomernya aktif udh bikin lapor gk gubriss niat gk sih bikin aplikasi mudah sulit,neutral
kasihan ibuibu mbahmbah sepuh udah nunggu lokasi kalah daftar aplikasi tolong kaji ulang atur,neutral
baikkk,neutral
aplikasi jelek ribet daftar eror butuh jaring bagus ngulang foto gera mending daftar ajaib,neutral
woi tolong aplikasi benah ganti sandi otp nya gak nyampek sampek nunggu,neutral
aplikasi jelek saat lg butuh nggak login susah hidup konoha,negative
emng dokter engak jadwal aplikasi ngebug sakit kemarin tahan karna daftar online aplikasi masalah,negative
ah lumayan,neutral
mudah pasien tdk antri,positive
aplikasi rusak ko baik kali tungguin kode otp muncul sms pulsa hp jaring bagusaplikasinya gil,neutral
mantaaappp,neutral
mantao,neutral
manfaat,neutral
mudah,positive
ulang sistem down,neutral
aplikasi tolol online tp error dikit kantor aja gak online nama nya kyk yg ngantri cuman org aja tkp puluh orang ngantri,negative
aplikasi nya bantu sekalimantap lach,neutral
kode verifikasi kirim,neutral
tolong kalo ga klaim kasih nomer antri korban lokasi sana tolak mohon baik sistem nya,positive
layan yg bgus,neutral
ok aplikasi lancar,neutral
baik mudah operasi tdk ngantri kantor bpjs,positive
sumpah aplikasi iki error,negative
ubah data faskes puskesmas sukodono klinik aisyah ubah klinik iasyah aja kenal esteria tobing tinggal tolong hapus seta orang miskin gak urus cerai adil utk bayar premi bulan bpjs aja berat,neutral
aplikasi rusakotp kirim,neutral
kode otp nya gak kirim kirim ya gimana dah daftar gak daftar pol bedah gigi tahap daftar ajah udh gak daftar gimana login kode otp gak masuk pake jak sehat server penuh,neutral
benerin apknya verifikasi wajah gak,neutral
mudah,positive
cepat,positive
knpa jkn update masuk akun dibutuhkn hrs cari password capca yg sulit mata tua moga lbh drpd aplikasi lainny,negative
ribet,neutral
layan icare jkninfo riwayat layan jadi milih lihat riwayat kk lihat anak gak anak gak akun gak ribet akun gak pindah pindah akun lihat riwayat,neutral
update aplikasi login ulang,neutral
smooth application,neutral
aplikasi perintah kek sampah verifikasi susah suruh verifikasi email pas apk masuk gmail liat kode pas buka mobile jkn beranda kelas apk perintah dana nya kualitas sampah sampah sampah,negative
mobile jkn bagus,positive
gak ubah nomor telpon daftar rujuk,neutral
praktis ganti faskes lwt hp aktif,neutral
alhamdulillah,neutral
good good good,neutral
essy to use,neutral
verifikasi otp via sms ga masuk masuk jelek,negative
baru login salah psswrd x tunggu mnt aplikasi ruwet banget aplikasi sehat aplikasi uang,neutral
mudah serta,positive
bantu kece status bpjs update data serta,neutral
terima kasih jkn mudah,positive
susah kode verikasi daei gmailsangat sebal,negative
mendaftartiba pas masuk namor captcha nya gk muncul pakai wifi data gk muncul muncul muter trus,neutral
baik,positive
moga,neutral
gak update sih habis update annoying dah kepalang sekarat duluan orang verifikasi biometrik ubah data gagal mulu sblmnya gk biometrik mending verifikasi nama nama buyut aja gk sok canggih aja aplikasi sehat orang stress dluan sembuh mati,negative
aplikasi gimana yakemarin batalin pol karna ken ubah tanggal kunjung antri pol batal gak hilang data gabisa ngambil antri udah gantung antri yg batal itudan antri manual rs tolong diupdate data antri yg udah dibatalin biar daftar ulang,neutral
easy to use,neutral
busuk kayak birokrasi nya,neutral
kode otp masuk masuk coba kali gagal aplikasi layan masyarakat masyarakat gampang akses tolong baik cepat butuh aplikasi,positive
no komen,neutral
suka logout ngeselin ga daftar,positive
wes aktif,neutral
aplikasi gak masuk ulang perintah nya blm daftar daftar udah daftar bikin emosi,neutral
layan bagus terimakasih,positive
bikin akun perintah susah rakyat kecilgak hp lihat puskesmas tolak aplikasi butuh surat rujuk rawat rs nunggu verivikasi gagal alhasil orang tinggal dunia dosa jariyah perintah ide oh ya ku minggu gak verivikasi susah ampun,negative
saran aja kak minimal tangkap layar enak klo gk ush mke hp,neutral
aplikasi susah rakyat mudah mala error panjang,negative
aplikasi rakyat versi android cocok rakyat miskin aplikasi rakyat hp android versi rendah versi android cocok rakyat miskin hp jadul,neutral
daftar tinggal nunggu kode sms email kode masuk apk bobrok orang,neutral
bantu sekali,neutral
susah pakai bikin antri gagal trs,negative
ajip,neutral
terga nggu re capcha nya tuh asyik sih,neutral
aplikasi jkn emang bikin bantu,neutral
pake aplikasi ujung nya kasih antri ngantriiiiiiiiiiiiii kesini bobrok cuhhh,neutral
mudah proses daftar n bs masuk utk fktp,positive
,neutral
pakai jaring wifi tetep aja gk offline,neutral
mudah,positive
sakit aplikasi banget log out login ulangsandi salah gak ganti sandi sekali pake otp masukin kode buka gmail aplikasi jkn tutup ulang awahadeuuhhh,neutral
top,neutral
moga gampang masyarakat indonesia,neutral
suka loading ualng,positive
log out membosankantlong baik klw tdk baik ya hapus permanen lh aplikasi nya,positive
jkn udah login gak gak buka pdahal wifikouta aman gimana inisemoga baik,positive
jkn mudah n paham,positive
pindah faskes mudah,positive
mengupdate jkn mobile,neutral
josssss,neutral
bagus krn mudah langgan ganti faskes kantor bpjs,positive
apk tolol buang anggar,neutral
sulit,negative
aplikasi jkn membantudisaat perlu pindah paskes bantu bangettdk tmpt tinggal cari jlndisaat rujukankontrol lainsangat mudahpokonya bagus banget jknsangat mempermudahbagus bagus bagus pokonyamakasih jkn,positive
logout nik pasword gk masuk gilir pake lupa sandi hrs pake pulsa,neutral
godd job,neutral
amazing,neutral
moga ditingkatka layan,neutral
bagus susah masuk jelek nik udah bener bilang nik slh ga,negative
kalo maju teknologi manual aja manual bikin ribet bikin aplikasi ga gratis kalo bikin yng bagus,positive
koneksi bagus buka aplikasi nya baca offline gimana sih jaring bagus kuota tolong benerin gin,positive
kmren pergi kamis ngurusin jkn dah aktifd batamknp tibad nonaktif dgn alas yg tdk jelaspunya anak sya gtu,neutral
cs nya ramah makasih,neutral
oke bantu informasi aktif tdk nya kartu bpjs,positive
woy nga discreenshot rs gresik pulang gresik kerja disurabaya woy,neutral
ga verivikasi udah ikutin nya gimana capee bgt,neutral
aplikasi bosok masuk aja pake nik pasword klau pasword lupa gannguan bosok,neutral
ribet aplikasi yg d dg duit rakyat susah rakyat,negative
ribet daftar kode no hp pulsa miskin perintah,neutral
layan tenaga sehat cepat presisi obat obat khasiat sembuh,positive
resek banget aplikasi hp kentang memori batas dikit suruh update hp nya udah gak muat update butuh banget daftar bpjs gak masuk aplikasi aplikasi bpjs guna mayoritas tengah aplikasi gak enak guna tengah bawah,neutral
gimana download jkn gak bs masuk sm,neutral
apk bgt logout pr bgt klo musti login dah gitu udh cba login kadang susah login tolong baik lgi apk nya ya min,neutral
g bs masuk ato daftar captcha nya g yg muter balesan nya mohon maaf tidak nyaman jngn gt nya nya d baik bagus,positive
baharu ya jdi kota gak bawa kk repot jg login ulang lama ribet apk,negative
mirisudah capek isi data baru tetep gak bisakatanya data udah pakai kocak gk ganti datamakin gak,neutral
sip,neutral
kalo bintang nol kasi bintang,neutral
biasaa sangatt membattu,neutral
no verifikasi hp knpa muncul,neutral
aplikasi gak,neutral
mantap proses ubah data cepat,positive
mudah sngt mmbantu pasien,positive
otp masuk nomor hp korupsi kah,neutral
kode verifikasi daftar gak kode verifikasi,neutral
aplikasi dah gabisa screenshot,neutral
moga dpat mudah obat periksa,positive
praktis pakai aplikasi,neutral
layan adu call center aplikasi jkn buruk kali adu putus alas sinyal buruk data verifikasi email telepon ad upaya bpjs sehat telpon ulang,negative
coba log in captcha loading muncul angka,neutral
praktis mudah cepat daftar layan cepat utk faskes tingkat dokter keluarga,positive
mudah antriyan,positive
aplikasi yg mudah,positive
aplikasi ga,neutral
terupdate,neutral
bug parah,negative
cacat otp,neutral
simple keren,neutral
cek bansos,neutral
bantu update data cari informasi,neutral
aplikasi mobile jkn bantu,neutral
bantu kece data mudah daftar online ribet antri,positive
masuk,neutral
aplikasi yg bagus bantu sekali,positive
mohon maksimal guna,neutral
maksud kode referensi sih,neutral
aplikasi yg habis uang rakyat bantu sulit,negative
aplikasi buruk no nik bener bilang salah tolo yg aplikasih tolong dibenerin,negative
membatukarna ngambil antrianmakasih mobile jkn,neutral
cepat akurat informasi,positive
aplikasi layan masyarakat buruk temu,negative
bantu sekalijadi mudah,positive
gk verifikasi otp cepetan baik woylah obat,positive
bantu aplikasi terima kasih jkn,neutral
aplikasi bagus bantu,positive
aplikasi ngawur orang ga rawat inap informasi denda rawat inap bayar,neutral
apl bosok nungguin kode otp nyampai jm ngga muncul muncul,neutral
kode otp muncul,neutral
benah mohon maaf doang ga benah ajasulit bgt dipake aplikasi nyoba udah ga hitung tetep gabisa,neutral
bantu,neutral
aktifin bpjs online susah banget bolak trouble aja,negative
tingkat terrus pelayannnya,neutral
g screenshot,neutral
mudah,positive
kode otp sms gk masuk masuk gk bgt,neutral
aplikasi bantu,neutral
parah ambil no antri muncul tulis pol libur astaghfirullah,negative
periksa gigi suruh daftar online download mobile jknsudah download daftar akun sulit verifikasi nohp kesulitankalian bayar rakyat layan rakyat sulit rakyat,negative
ribet,neutral
oke good job,positive
aplikasi hp riwayat layan dr anggota anggota yg,neutral
bagus smoga mbak apk jkn nya,positive
asli dongkol banget update nya enak ngesselin suruh daftar ulang ga tolong fitur baharu nya enak gedek,neutral
bantu infomasinya,neutral
buruk authentikasi butuh captcha captcha muter,negative
ganti no hp sms nya gk masuk masuk adain kek kode verifinya wa,neutral
ok banget aplikasi,neutral
now we have entered the era of ai agi and ai asi i hope mobile jkn continues to improve and increase its capabilities to become a super ai a super ai that can do anything that exceeds humans an ai that can improve and repair itself an ai that can analyze and structure documents accurately and in detail to make training on itself or the output that will be produced an ai that can be fully integrated into the entire system an ai that can be fully integrated into humanoid robots,neutral
halah perintah apk tmbh susah msyarakat aja orang mw obat faskes mesti daftar h lu mikir aja klo masyarakat yg obat udh jompo kaga ngerti hp gak blh obat faskes gtu otak lu perintah yg pikir proyek doang aplikasi,negative
aplikasi bagus keren,positive
pindah paskes ofline,neutral
mudah ganti sandi ga karna lupa sandi daftar kontrol,positive
ya ahir ganggu trs aplikasi trs suka logout daftar loginyya banget aja skrg ganggu,positive
trimakasih mudah,positive
login bebas nik ttus gabisa login aneh butuh susah,negative
aplikasi amburadul suruh ubah data biar kerja mandiri gilir udah ubah pas ganti kelas biar kelas ngga aplikasi gimana dah,neutral
aplikasi tolol verivikasi muka gabisa ngulang,neutral
mudah layan cepat urus mandiri via aplikasi saran sederhana tampil aplikasi bingung,positive
mantap bos,positive
kali verifikasi wajah tengok kanan tengok kiri senyum kedip kali coba hasil puluh kali coba gagal ulang tombol nya fungsi berkalikali coba buat aplikasi simple mudah user keren sih susah pakai ya tingkat ya performa terima kasih,negative
bener sih pelihara aplikasi ya login,neutral
menu serta suruh isi nomor kk kotak nya gak bjsa pencet,neutral
daftar nya susah bnget kode verifikasi lwt wa sms kgada masuk pdhl nomor aktif,negative
gak masukgagal aneh,negative
sgt kecewa dgn bpjskrn bpjs nonaktif alasansaya utk aktif kembalikrn aktif apl inijd mohon ya bpjs aktif,negative
proses cepat,positive
aplikasi no hp,neutral
bantu mudah daftar online pra periksajadi ga antre faskes,positive
alhamdulillah hasil ganti faskes mudhan layan,neutral
ribet update dikit login ulang ribet orang sakit hrus ribet periksa,neutral
tolong baik admin kalo batal control pasien pemberitahuan pasien rs sampe batal dokter cuti gk pemberitahuan app,positive
aplikasi mudah paham,positive
layan mudah cepat,positive
error mulu,negative
aplikasi force close gak buka,neutral
cepat efisien,positive
aktif bpjs sistem eror wajib auto debit rekening mudah sulit coba daftar auto debit gagal daftar rekening bank non bank,negative
d nya susah ya buka aplikasi mjkn nya d suruh update tp ga bs d updatemau daftar jd susahtlg kasih solusi,neutral
mudah hemat waktutinggal klik antri good job,positive
aplikasi mudah paham moga data rakyat indonesia jaga aplikasi jkn,positive
bagus banget layan nya,positive
informasi arah,neutral
login nik pasword dah bener verifikasi via wa ga hedeh,neutral
mantap yg bpjs daftar bpjs lambat,neutral
bpjs sehat lubuk pakam,neutral
ribet kartu fisik email udah gak bayar potong gaji,neutral
terimakasih moga mudah guna bpjs,positive
bagus layan cepat update data anak jumat agustus,positive
bagus banget praktistp rekomendasi langsung web resmi lengkap nganga,positive
kali hapus aplikasi donlod eror mulu ku hp eh jadi gin,neutral
aplikasi taekk update bulan sx login masuk email pasword lh unfaedah maju teknologi nya mudah ribet,positive
ok bantu,neutral
nambah anggota tinggal klik lahir susah banget,negative
baguss oke cepat proses,positive
semenjak update baru gak bs login,neutral
suruh hubung stlh hubung napa sambung aneh isi pulsa suruh tangkap layar kirim email aja gk izin apk jkn nya,negative
layan tingkat lg,neutral
jkn ku ngak buka,neutral
udah keluh otp nomor hp sinyal udh bagus apa bagus ga masuk masuk otpnya mohon cepet cepet baik pake apk sampah kek gin kalo daftar aja susah,positive
apk ga verifikasi email aja bikin aplikasi korup mulu udh ga ngribetin,neutral
kode otp kirim,neutral
login jkn susah fermuk nyaudah kali kali,negative
lawak maintance jam kerja,neutral
kode verifikasi ga msuk,neutral
baharu login susah kartu udah telkomsel,negative
ok manfaat,neutral
teima kasih jkn slalu,neutral
ko susah masuk nya daftar autodebit,negative
sih ganti password email gak sms gak muncul muncul sinyal bagus pake biometrik bom daftar sih apk perintah suka kek gin jmo suka login,positive
rekening auto debet saldo comot rb gak auto debet nunggak sengaja gak bayar kali b tabung potong baja anak istri pisah anak istri tunggak bener bener rampok kedok sehat gak pakai obat mending bayar obat bpjs dl rekomendasi,neutral
gangguanerorrrr,neutral
mudah jdi satset gaes,positive
terima kasih ucap perihal ulas kecewa layan jkn mobile cs chika pandawa ulas tangan langsung cs yg hubung masalah selesai bantu selesai harap depan nya kendala apa tingkat kerja aplikasi yg mudah akses situasi yg genting terima kasih jkn mobile yg merespon cepat,neutral
